,trial_index,arm_name,trial_status,generation_method,AUC@1,AUC@10,AUC@11,AUC@12,AUC@13,AUC@14,AUC@15,AUC@16,AUC@17,AUC@18,AUC@19,AUC@2,AUC@20,AUC@21,AUC@22,AUC@23,AUC@24,AUC@25,AUC@26,AUC@27,AUC@28,AUC@29,AUC@3,AUC@30,AUC@31,AUC@32,AUC@33,AUC@34,AUC@35,AUC@36,AUC@37,AUC@38,AUC@39,AUC@4,AUC@40,AUC@5,AUC@6,AUC@7,AUC@8,AUC@9,Weighted_AUC,Weighted_F1,layers,lr,batch_size,aggregation,hid
22,22,22_0,COMPLETED,BoTorch,0.5546922306261078,0.49392277966773457,0.5041230416928142,0.5067102641168764,0.5331329612136826,0.5331549801279298,0.5483067454943797,0.5445827966222986,0.5348145681185622,0.5424871332529286,0.5321995435780404,0.43334324184474465,0.5426639254173293,0.5352872464691515,0.5341803983852822,0.5276840110296809,0.5249725069282541,0.5296839762176727,0.5226650140093951,0.5219664268585132,0.5189983296726421,0.5299442792907187,0.4334203080446103,0.5246151271753681,0.5438599757936877,0.5338931164173882,0.5297872340425532,0.5300290880054753,0.5493335921325052,0.5097775056133904,0.5228376191332494,0.5223489444309634,0.5052461662631155,0.44529400755248755,0.5168654874537226,0.4613678149530447,0.46992216313813573,0.4802683004701038,0.4875207803503209,0.4902511257169909,0.5128841938587335,0.4684634531099277,3,0.1,64,max,128
10,10,10_0,COMPLETED,BoTorch,0.38768977551716927,0.6130561152029592,0.6128634497032952,0.6129295064460372,0.6121065495260429,0.6120102167762108,0.6110881747421035,0.6108597285067874,0.6204147536693865,0.6194786429910559,0.6289327931485422,0.3876732613314837,0.6253507376805412,0.6417613535804043,0.6411407436819389,0.6483597823346158,0.6539919940175076,0.6531158168096926,0.6510619017363317,0.6535071942446044,0.6611537095734746,0.6533215816913401,0.3869218658827933,0.654208500669344,0.6562982962480216,0.6512835651185166,0.6411304793642655,0.6320367307363257,0.627733566252588,0.6298632373953869,0.6273826649883114,0.6289735501091968,0.6255044390637612,0.3872769208750316,0.6404771698889347,0.3871448073895476,0.3876732613314837,0.3971991941077386,0.6127863835034295,0.6127918882319913,0.5788910531757997,0.5053665113410593,2,0.0023378337914747816,16,sum,128
23,23,23_0,COMPLETED,BoTorch,0.5,0.6138295295658971,0.6133478658167366,0.6143552311435523,0.6119551694905925,0.6120129691404916,0.6078376325263402,0.6091862910239896,0.6190588053381545,0.6173172683089929,0.6256666837611221,0.3895008312140128,0.6217205218718078,0.6366712682736895,0.6361076184383709,0.6439836994981332,0.6481766594818106,0.6469945035097482,0.6452862812086619,0.6479436450839329,0.654794628648087,0.6466216519024215,0.3879815261309465,0.6464190093708165,0.6473326505911926,0.6417825592582874,0.6319533452960779,0.6223835053898363,0.6189020445134576,0.6194529495815473,0.6168629742852005,0.6173258917738413,0.6139167531419347,0.3884136473230505,0.629747703277115,0.38677048584734286,0.6166892360537701,0.38775307989563035,0.6127093173035638,0.6128524402461715,0.5858961830027682,0.8528755723780858,2,0.0001,16,sum,128
2,2,2_0,COMPLETED,Sobol,0.3876539947815173,0.612034988054739,0.6120927877046383,0.6120459975118626,0.6120157215047726,0.6118065418194228,0.6112918496988914,0.6104936640574253,0.6229720246449557,0.621580311190189,0.6318655606554014,0.38772555625282124,0.6281631043355703,0.6457895295741743,0.6446959168817417,0.6525040466565263,0.6559143095939823,0.6562350506204297,0.6533586092680742,0.6563549160671462,0.663632896242421,0.6565109574102568,0.38754665257456156,0.6576974564926372,0.6600316544083419,0.6540824805387911,0.6451550884388618,0.6354018137226944,0.631243530020704,0.6342110634823435,0.6303497572379069,0.6328318369327832,0.6299435028248588,0.38624203190540674,0.645070615658851,0.6125001376182141,0.6123570146756063,0.6121808633616277,0.6121010447974811,0.6119056269335359,0.6006939214120697,0.8528755723780858,3,0.029596803379450407,16,sum,128
7,7,7_0,COMPLETED,Sobol,0.3847612599222733,0.6138625579372681,0.6141157754511125,0.613334103995332,0.6137139302660986,0.6118258083693893,0.6114955246556792,0.6093982230736201,0.6245926207864501,0.618027775455859,0.6289808713043925,0.38490988759344275,0.624038299908194,0.6512194258610315,0.6485305039007638,0.6573681684710552,0.6599348964061056,0.6608772906110575,0.6575718437197288,0.6624820143884891,0.6689726829139979,0.6617095651394512,0.38349241998877037,0.6635709504685408,0.6681686993762219,0.6602160412840026,0.6517175083311972,0.6399361204585639,0.6361768892339545,0.6375995101041028,0.6336989750044957,0.6362776025236594,0.6308659056843077,0.6094257467164295,0.6474358974358974,0.6108129383140117,0.6109890896279905,0.6112092787704638,0.6111790027633737,0.611272583148925,0.6088673288487909,0.8275291366957409,2,0.0020555726219821735,16,sum,128
14,14,14_0,COMPLETED,BoTorch,0.38752738602459513,0.6123735288612919,0.6121891204544704,0.6120652640618292,0.6114129537272517,0.610735872114146,0.6099074104655899,0.6090844535455957,0.6204831458001285,0.6174157840058274,0.6276891715172185,0.612334995761359,0.6236891785303282,0.6400446001911437,0.638464253413628,0.6472291587021417,0.6513394624554611,0.6500600415897843,0.6478538023269137,0.6509832134292566,0.658358870490445,0.6502815912519979,0.6123405004899208,0.6495649263721552,0.6511777301927195,0.6452374704801889,0.6363752883875929,0.6270176239091998,0.623236930641822,0.6265564400898141,0.6223026434094587,0.6232710507158457,0.6202006226219301,0.6124588521540002,0.6360208419031949,0.6124120619612248,0.6123405004899208,0.6122716913828979,0.6123074721185499,0.612434080875472,0.6181062077560208,0.8528755723780858,2,0.04652508860631645,16,mean,128
24,24,16_0,COMPLETED,BoTorch,0.38745031982472944,0.6124505950611576,0.6122056346401559,0.6121203113474474,0.6115202959342074,0.6108129383140117,0.6099762195726128,0.6091147295526858,0.6205574850726742,0.6174635491921714,0.6277372496730687,0.6124203190540676,0.6238863674567154,0.6401153941453399,0.6385708718446459,0.6474406422592951,0.6514230413935689,0.6504310302746292,0.6480829522847292,0.6511151079136692,0.6584509357778858,0.6504907306434023,0.6124175666897866,0.6499414323962517,0.6514011730751327,0.6455873349077232,0.6364521917457062,0.6275309416528831,0.623932453416149,0.6265564400898141,0.6223026434094587,0.6234166464450377,0.6202582728006457,0.6125882132752034,0.6359180035650623,0.6125276612610233,0.6124175666897865,0.6123515099470445,0.6123487575827636,0.6124285761469102,0.6182227046271266,0.8528755723780858,2,0.1,32,mean,128
4,4,4_0,COMPLETED,Sobol,0.5,0.6112478118703966,0.6110331274564851,0.610840461956821,0.6103808171219077,0.6096321740374983,0.608710132003391,0.6079367176404531,0.6194275281299807,0.6161529918918597,0.6264647811482346,0.6115065341128029,0.6223347168884233,0.6392800254858235,0.6382546930492137,0.6465621720988116,0.6506620331676417,0.6498794286774254,0.6479267136771277,0.6508872901678657,0.6582470769271237,0.649982820692849,0.6115065341128029,0.6499581659973226,0.6510566986314124,0.644483075308318,0.6362727505767752,0.626490047339303,0.6232531055900621,0.6265768524188611,0.6228645926991548,0.6244843484591118,0.6224778046811945,0.6116056192269159,0.6357466063348415,0.6114845151985555,0.611404696634409,0.6112312976847112,0.611269830784644,0.6112230405918684,0.6208734339556821,0.8528755723780858,2,0.05285635217614035,32,mean,128
18,18,18_0,COMPLETED,BoTorch,0.5,0.6122606819257742,0.6120652640618292,0.6119909502262444,0.6113826777201615,0.6106588059142803,0.6097835540729487,0.6090211491671346,0.6204771986583248,0.6173978720609484,0.6277116079899485,0.6123047197542689,0.6237796914801453,0.6400906162613713,0.6386407252994507,0.6473186325147835,0.6514098447191308,0.650514014585713,0.6481089920526628,0.6511270983213429,0.6583851748582853,0.6504309765315726,0.6123074721185499,0.6498661311914324,0.6512615212736244,0.6455545351176419,0.636618815688285,0.6276450122625905,0.6237707039337475,0.6266789140640947,0.6222576874662831,0.6233681145353069,0.6203159229793612,0.6124203190540675,0.6359522830111066,0.612370776497011,0.6123074721185497,0.6121946251830321,0.6122964626614262,0.6123432528542018,0.6215925963170458,0.8528755723780858,2,0.050305471408453185,16,mean,128
11,11,11_0,COMPLETED,BoTorch,0.5,0.613967147779943,0.6137111779018176,0.6136120927877047,0.613001067917341,0.6120845306117956,0.6112312976847112,0.610270722550671,0.6215060541903561,0.6181471884217189,0.6281250801302597,0.6139313670442911,0.624112649831258,0.6400304414003044,0.638655431289936,0.6471030819661464,0.650815994369419,0.6498208515166604,0.6475725728332309,0.6508153477218226,0.6576881091105178,0.6494749107422955,0.6139258623157292,0.6497322623828649,0.6514291034354343,0.6453905361672352,0.6365034606511151,0.6265328238179433,0.6219914596273293,0.6250051030822616,0.6206392735119584,0.6225673380247513,0.6193358699411968,0.6139919190584713,0.6351295763060469,0.614002928515595,0.6139809096013475,0.614000176151314,0.6140056808798758,0.6140001761513141,0.6221828110250714,0.8528755723780858,2,0.04811838583637709,32,mean,128
