trial_id,prefix_1_mae,prefix_1_n,prefix_2_mae,prefix_2_n,prefix_3_mae,prefix_3_n,prefix_4_mae,prefix_4_n,prefix_5_mae,prefix_5_n,prefix_6_mae,prefix_6_n,prefix_7_mae,prefix_7_n,prefix_8_mae,prefix_8_n,prefix_9_mae,prefix_9_n,prefix_10_mae,prefix_10_n,prefix_11_mae,prefix_11_n,prefix_12_mae,prefix_12_n,prefix_13_mae,prefix_13_n,prefix_14_mae,prefix_14_n,prefix_15_mae,prefix_15_n,prefix_16_mae,prefix_16_n,prefix_17_mae,prefix_17_n,prefix_18_mae,prefix_18_n,prefix_19_mae,prefix_19_n,prefix_20_mae,prefix_20_n
21,5.120946903935185,42,4.467868923611111,38,4.025129484953704,35,4.295547236689814,29,3.6784928385416666,28,3.789718605324074,24,3.6195102719907406,22,3.3275202546296296,19,3.585035445601852,15,3.6809675202546295,13,2.4212972005208333,12,1.8829116030092592,11,1.8036548755787036,10,1.6003815827546297,9,1.7222846137152779,7,1.7053173828125,6,1.6683723958333334,5,1.4556656901041667,4,1.7129546440972223,3,2.027538158275463,2
22,4.295507450810185,42,3.5228909866898146,38,3.147279007523148,35,3.3093290653935186,29,2.7880781611689813,28,2.9429331235532405,24,2.7442592592592594,22,2.476880244502315,19,2.758581271701389,15,2.824708478009259,13,1.7112827329282407,12,1.4498075810185185,11,1.3538481987847222,10,1.2938051576967593,9,1.3700312861689814,7,1.153123824508102,6,0.941451732494213,5,1.1349504484953703,4,0.9895033094618055,3,1.0604249855324075,2
23,5.121332826967593,42,4.46840964988426,38,4.025717954282407,35,4.296149811921296,29,3.6791037326388887,28,3.790336009837963,24,3.6201320167824074,22,3.3281438078703705,19,3.585632595486111,15,3.6815964988425924,13,2.4219265407986112,12,1.8835423900462962,11,1.8042863859953704,10,1.6010149016203703,9,1.7229177517361112,7,1.7059519675925925,6,1.6690073423032408,5,1.4562995515046295,4,1.7135895905671297,3,2.0281734664351854,2
24,5.120949074074074,42,4.467693865740741,38,4.0249660011574075,35,4.29537941261574,29,3.678324652777778,28,3.7895496961805555,24,3.6193395543981484,22,3.327349537037037,19,3.584886429398148,15,3.680794270833333,13,2.421121780960648,12,1.8827360026041666,11,1.8034769241898148,10,1.6002036313657408,9,1.7221079282407408,7,1.7051381655092592,6,1.6681940827546295,5,1.4554838505497685,4,1.7127741608796296,3,2.027356589988426,2
25,5.120562065972222,42,4.467329282407407,38,4.024537037037037,35,4.294935619212963,29,3.677873625578704,28,3.7890943287037038,24,3.6188816550925926,22,3.326890190972222,19,3.5844871238425924,15,3.6803334780092594,13,2.4206617115162037,12,1.8822741247106483,11,1.8030141420717594,10,1.5997410300925925,9,1.7216449652777779,7,1.704674660011574,6,1.6677285879629629,5,1.4550207971643518,4,1.7123079427083334,3,2.0268934461805554,2
26,4.091384910300926,42,3.3899070457175924,38,3.056150896990741,35,3.1829904513888887,29,2.671852394386574,28,2.8358015046296297,24,2.695291160300926,22,2.4414388020833333,19,2.7682801649305557,15,2.8481752748842593,13,1.7729924406828703,12,1.6338639322916666,11,1.5180777994791668,10,1.431917136863426,9,1.433095070167824,7,1.1941980432581019,6,1.1080299660011574,5,1.3446438259548612,4,1.12983642578125,3,1.0700947627314814,2
27,4.130020978009259,42,3.402327473958333,38,3.0619129774305556,35,3.195474537037037,29,2.6807609953703704,28,2.8419278067129627,24,2.6958785445601854,22,2.436641890914352,19,2.7624005353009258,15,2.8430519386574074,13,1.7646620008680556,12,1.6162476490162037,11,1.5029055447048612,10,1.4180960648148149,9,1.4249471028645833,7,1.18117431640625,6,1.087835105613426,5,1.3252112268518519,4,1.11391357421875,3,1.0649177155671297,2
28,5.121474971064814,42,4.468591941550926,38,4.025920862268518,35,4.296358868634259,29,3.679314959490741,28,3.7905494068287036,24,3.620347222222222,22,3.328359375,19,3.5858492476851853,15,3.6818138744212963,13,2.4221448206018517,12,1.883760669849537,11,1.804505570023148,10,1.601233543113426,9,1.7231360315393518,7,1.7061713324652779,6,1.6692268880208334,5,1.4565185546875,4,1.7138100405092593,3,2.028393012152778,2
29,4.035873480902778,42,3.340214482060185,38,3.023437861689815,35,3.109191261574074,29,2.6170959924768518,28,2.8026316550925925,24,2.7133720341435184,22,2.4573010706018517,19,2.789707392939815,15,2.889114402488426,13,1.8621216724537037,12,1.7673676215277778,11,1.633787254050926,10,1.5294437210648149,9,1.4737396918402779,7,1.292095902054398,6,1.2891386357060186,5,1.494271556712963,4,1.2322588433159722,3,1.0739069733796296,2
30,4.919179325810185,42,4.219424189814815,38,3.7791590711805556,35,4.016981336805555,29,3.40558521412037,28,3.534416232638889,24,3.334962745949074,22,3.057047164351852,19,3.3062120225694445,15,3.3572392216435185,13,2.112984845196759,12,1.5916824001736112,11,1.5344222005208332,10,1.3409573025173611,9,1.4103901728877315,7,1.3948933919270834,6,1.3670921947337964,5,1.1981501374421297,4,1.379259982638889,3,1.6927613208912038,2
